abgeschlossen in 74.1071268637975 Minuten
268.Platz: 2309 mit 0.11725030658127811
269.Platz: 3404 mit 0.11711711711711703
270.Platz: 3023 mit 0.11711711711711703
271.Platz: 3015 mit 0.11711711711711703
272.Platz: 4599 mit 0.1143617021276595
273.Platz: 4598 mit 0.1143617021276595
274.Platz: 1808 mit 0.11401098901098905
275.Platz: 1012 mit 0.1134608137460511
276.Platz: 942 mit 0.11006097560975614
277.Platz: 4436 mit 0.10784313725490191
278.Platz: 4435 mit 0.10784313725490191
279.Platz: 4434 mit 0.10784313725490191
280.Platz: 4433 mit 0.10784313725490191
281.Platz: 2611 mit 0.10784313725490191
282.Platz: 2575 mit 0.10784313725490191
283.Platz: 2586 mit 0.1071428571428571
284.Platz: 2 mit 0.10687022900763365
285.Platz: 27 mit 0.1059198832614403
286.Platz: 983 mit 0.10352805089647199
287.Platz: 148 mit 0.1032608695652174
288.Platz: 2275 mit 0.10256410256410253
289.Platz: 4447 mit 0.10256410256410242
290.Platz: 4216 mit 0.10256410256410242
291.Platz: 4422 mit 0.10204081632653073
292.Platz: 3997 mit 0.10204081632653073
293.Platz: 957 mit 0.10152977599708612
294.Platz: 30 mit 0.10001239733457312
295.Platz: 3706 mit 0.09634551495016619
296.Platz: 1955 mit 0.09634551495016619
297.Platz: 1743 mit 0.09634551495016619
298.Platz: 1742 mit 0.09634551495016619
299.Platz: 1741 mit 0.09634551495016619
300.Platz: 1732 mit 0.09634551495016619
301.Platz: 1725 mit 0.09634551495016619
302.Platz: 1151 mit 0.09196067090803939
303.Platz: 2439 mit 0.09130434782608687
304.Platz: 2080 mit 0.09130434782608687
305.Platz: 1537 mit 0.09074573225516613
306.Platz: 50 mit 0.08986170119677106
307.Platz: 2942 mit 0.08624708624708621
308.Platz: 2508 mit 0.0861700643395763
309.Platz: 3986 mit 0.08558558558558549
310.Platz: 3877 mit 0.08558558558558549
311.Platz: 943 mit 0.08212560386473422
312.Platz: 2923 mit 0.08206106870229013
313.Platz: 1541 mit 0.08086253369272234
314.Platz: 4374 mit 0.08074534161490687
315.Platz: 4160 mit 0.08074534161490687
316.Platz: 3749 mit 0.08074534161490687
317.Platz: 2306 mit 0.08074534161490687
318.Platz: 2697 mit 0.07934782608695634
319.Platz: 2655 mit 0.07934782608695634
320.Platz: 2189 mit 0.07808857808857816
321.Platz: 1804 mit 0.07783822229898474
322.Platz: 3516 mit 0.07750472589792057
323.Platz: 4442 mit 0.0748299319727892
324.Platz: 784 mit 0.0748299319727892
325.Platz: 1539 mit 0.0742737346510931
326.Platz: 19 mit 0.07398290658441431
327.Platz: 2869 mit 0.07379134860050895
328.Platz: 253 mit 0.07379134860050895
329.Platz: 4069 mit 0.07264957264957261
330.Platz: 57 mit 0.07096774193548394
331.Platz: 3066 mit 0.06993006993007
332.Platz: 3001 mit 0.06993006993007
333.Platz: 1107 mit 0.06739130434782603
334.Platz: 771 mit 0.06739130434782603
335.Platz: 355 mit 0.06666666666666676
336.Platz: 354 mit 0.06666666666666676
337.Platz: 353 mit 0.06666666666666676
338.Platz: 3069 mit 0.06648936170212771
339.Platz: 2679 mit 0.06648936170212771
340.Platz: 1512 mit 0.06625318033657912
341.Platz: 3823 mit 0.06552162849872778
342.Platz: 2944 mit 0.06552162849872778
343.Platz: 530 mit 0.06363430127041736
344.Platz: 678 mit 0.062159709618874626
345.Platz: 677 mit 0.062159709618874626
346.Platz: 676 mit 0.062159709618874626
347.Platz: 3002 mit 0.061771561771561845
348.Platz: 2941 mit 0.061771561771561845
349.Platz: 2940 mit 0.061771561771561845
350.Platz: 1947 mit 0.05780173704701996
351.Platz: 3590 mit 0.05725853094274147
352.Platz: 3589 mit 0.05725853094274147
353.Platz: 3961 mit 0.057251908396946605
354.Platz: 3030 mit 0.057251908396946605
355.Platz: 432 mit 0.057251908396946605
356.Platz: 734 mit 0.05682339604503206
357.Platz: 753 mit 0.0554347826086955
358.Platz: 743 mit 0.0554347826086955
359.Platz: 3456 mit 0.05508336057535135
360.Platz: 235 mit 0.054687973287693814
361.Platz: 3530 mit 0.05398589641806373
362.Platz: 3826 mit 0.052888432260776
363.Platz: 3970 mit 0.052631578947368474
364.Platz: 3716 mit 0.052631578947368474
365.Platz: 114 mit 0.05195361702540102
366.Platz: 35 mit 0.05103358427845461
367.Platz: 83 mit 0.05078018652775207
368.Platz: 3371 mit 0.05028355387523631
369.Platz: 854 mit 0.04985863121560408
370.Platz: 350 mit 0.04906763590391894
371.Platz: 4437 mit 0.04898218829516543
372.Platz: 139 mit 0.04684916759583213
373.Platz: 1957 mit 0.04677623261694053
374.Platz: 862 mit 0.04677623261694053
375.Platz: 1513 mit 0.045677952878764416
376.Platz: 4490 mit 0.045454545454545525
377.Platz: 4260 mit 0.045454545454545525
378.Platz: 4228 mit 0.045454545454545525
379.Platz: 4224 mit 0.045454545454545525
380.Platz: 3968 mit 0.045454545454545525
381.Platz: 3515 mit 0.044234404536862004
382.Platz: 1315 mit 0.04349966055668697
383.Platz: 3664 mit 0.0429900181488202
384.Platz: 852 mit 0.04286348526993233
385.Platz: 3331 mit 0.04255319148936165
386.Platz: 1499 mit 0.04255319148936165
387.Platz: 2946 mit 0.042193426042983484
388.Platz: 344 mit 0.042193426042983484
389.Platz: 41 mit 0.04190342227696442
390.Platz: 3925 mit 0.041515426497277574
391.Platz: 211 mit 0.04129411453326781
392.Platz: 3835 mit 0.04120982986767496
393.Platz: 3833 mit 0.04120982986767496
394.Platz: 4005 mit 0.04081632653061207
395.Platz: 4563 mit 0.040712468193384255
396.Platz: 17 mit 0.04000124064474331
397.Platz: 3526 mit 0.03990746096009257
398.Platz: 2563 mit 0.03990746096009257
399.Platz: 2515 mit 0.03990746096009257
400.Platz: 346 mit 0.03990202275600496
401.Platz: 1264 mit 0.0398617511520738
402.Platz: 421 mit 0.0398617511520738
403.Platz: 31 mit 0.0398617511520738
404.Platz: 88 mit 0.03958395670564974
405.Platz: 1147 mit 0.038823433153330145
406.Platz: 4455 mit 0.0381852551984877
407.Platz: 4248 mit 0.0381852551984877
408.Platz: 3845 mit 0.0381852551984877
409.Platz: 2176 mit 0.03803533992213226
410.Platz: 2004 mit 0.03803533992213226
411.Platz: 2003 mit 0.03803533992213226
412.Platz: 1553 mit 0.03803533992213226
413.Platz: 1551 mit 0.03803533992213226
414.Platz: 1548 mit 0.03803533992213226
415.Platz: 1542 mit 0.03803533992213226
416.Platz: 757 mit 0.036572640140457136
417.Platz: 58 mit 0.03571428571428581
418.Platz: 159 mit 0.03542748872389012
419.Platz: 2099 mit 0.03531921618204803
420.Platz: 1862 mit 0.03531921618204803
421.Platz: 299 mit 0.035227655061242924
422.Platz: 4165 mit 0.03516068052930066
423.Platz: 4159 mit 0.03516068052930066
424.Platz: 4139 mit 0.03516068052930066
425.Platz: 4121 mit 0.03516068052930066
426.Platz: 4114 mit 0.03516068052930066
427.Platz: 4057 mit 0.03516068052930066
428.Platz: 4000 mit 0.03516068052930066
429.Platz: 3978 mit 0.03516068052930066
430.Platz: 3421 mit 0.03516068052930066
431.Platz: 2211 mit 0.0347409404013177
432.Platz: 2112 mit 0.0347409404013177
433.Platz: 2111 mit 0.0347409404013177
434.Platz: 1540 mit 0.0347409404013177
435.Platz: 4127 mit 0.03423154158688635
436.Platz: 4239 mit 0.03414246823956435
437.Platz: 596 mit 0.03414195892651639
438.Platz: 985 mit 0.03412377096587638
439.Platz: 984 mit 0.03412377096587638
440.Platz: 489 mit 0.03404636372457648
441.Platz: 1280 mit 0.033877625570776226
442.Platz: 580 mit 0.03387611213698172
443.Platz: 3656 mit 0.033816425120772986
444.Platz: 3652 mit 0.033816425120772986
445.Platz: 1568 mit 0.033768716151640565
446.Platz: 285 mit 0.033671608069984704
447.Platz: 3473 mit 0.033640552995391704
448.Platz: 3124 mit 0.0330278128950694
449.Platz: 22 mit 0.032906125268378106
450.Platz: 3363 mit 0.03289473684210531
451.Platz: 2229 mit 0.03289473684210531
452.Platz: 1013 mit 0.03225570776255704
453.Platz: 4604 mit 0.032136105860113395
454.Platz: 4568 mit 0.032136105860113395
455.Platz: 4564 mit 0.032136105860113395
456.Platz: 4458 mit 0.032136105860113395
457.Platz: 98 mit 0.031921850000866225
458.Platz: 1628 mit 0.031710177246337845
459.Platz: 3781 mit 0.03156682027649782
460.Platz: 3661 mit 0.03156682027649782
461.Platz: 3660 mit 0.03156682027649782
462.Platz: 1439 mit 0.03156682027649782
463.Platz: 1284 mit 0.03156682027649782
464.Platz: 1283 mit 0.03156682027649782
465.Platz: 1282 mit 0.03156682027649782
466.Platz: 1266 mit 0.03156682027649782
467.Platz: 1033 mit 0.03156682027649782
468.Platz: 1538 mit 0.03144654088050303
469.Platz: 243 mit 0.03114584978553614
470.Platz: 3440 mit 0.030736409608090987
471.Platz: 3433 mit 0.030736409608090987
472.Platz: 3354 mit 0.030736409608090987
473.Platz: 15 mit 0.03057170465662573
474.Platz: 2569 mit 0.030133928571428492
475.Platz: 2463 mit 0.029893498404398477
476.Platz: 710 mit 0.029893498404398477
477.Platz: 2190 mit 0.029552511415525062
478.Platz: 748 mit 0.029541342127339942
479.Platz: 4238 mit 0.029493087557603714
480.Platz: 3782 mit 0.029493087557603714
481.Platz: 3472 mit 0.029493087557603714
482.Platz: 2619 mit 0.029493087557603714
483.Platz: 1987 mit 0.029493087557603714
484.Platz: 1090 mit 0.029493087557603714
485.Platz: 1088 mit 0.029493087557603714
486.Platz: 115 mit 0.029318980463415856
487.Platz: 886 mit 0.02928793879041869
488.Platz: 1461 mit 0.02922913998810872
489.Platz: 4570 mit 0.029111531190926354
490.Platz: 4569 mit 0.029111531190926354
491.Platz: 4170 mit 0.02874422080044814
492.Platz: 535 mit 0.02852290309578598
493.Platz: 628 mit 0.028445006321112465
494.Platz: 888 mit 0.028340080971659964
495.Platz: 185 mit 0.028340080971659964
496.Platz: 4240 mit 0.028244101633393748
497.Platz: 3384 mit 0.028175678582182728
498.Platz: 1547 mit 0.028152141359688465
499.Platz: 1546 mit 0.028152141359688465
500.Platz: 1545 mit 0.028152141359688465
501.Platz: 1544 mit 0.028152141359688465
502.Platz: 1536 mit 0.028152141359688465
503.Platz: 715 mit 0.027962156100571622
504.Platz: 4514 mit 0.02741935483870983
505.Platz: 4513 mit 0.02741935483870983
506.Platz: 2905 mit 0.02738995433789948
507.Platz: 4138 mit 0.026769509981851125
508.Platz: 3977 mit 0.026769509981851125
509.Platz: 3956 mit 0.026769509981851125
510.Platz: 733 mit 0.026260140720519853
511.Platz: 476 mit 0.02625157986181903
512.Platz: 1161 mit 0.02619943418350268
513.Platz: 3634 mit 0.026110896029595265
514.Platz: 75 mit 0.026089611135188595
515.Platz: 4478 mit 0.02604166666666663
516.Platz: 4186 mit 0.02545182832858528
517.Platz: 4163 mit 0.02545182832858528
518.Platz: 4162 mit 0.02545182832858528
519.Platz: 4161 mit 0.02545182832858528
520.Platz: 4157 mit 0.02545182832858528
521.Platz: 4156 mit 0.02545182832858528
522.Platz: 4153 mit 0.02545182832858528
523.Platz: 4129 mit 0.02545182832858528
524.Platz: 4128 mit 0.02545182832858528
525.Platz: 4588 mit 0.025294918330308502
526.Platz: 3847 mit 0.025294918330308502
527.Platz: 3751 mit 0.025294918330308502
528.Platz: 3199 mit 0.025294918330308502
529.Platz: 3172 mit 0.025294918330308502
530.Platz: 1286 mit 0.025183225877555393
531.Platz: 3071 mit 0.025049021492560275
532.Platz: 2716 mit 0.025049021492560275
533.Platz: 3415 mit 0.024686757990867614
534.Platz: 309 mit 0.02465395664664405
535.Platz: 276 mit 0.024632042209416394
536.Platz: 4188 mit 0.02435436417129766
537.Platz: 4187 mit 0.02435436417129766
538.Platz: 4075 mit 0.02435436417129766
539.Platz: 3989 mit 0.02435436417129766
540.Platz: 3987 mit 0.02435436417129766
541.Platz: 2566 mit 0.024259496630926303
542.Platz: 409 mit 0.024050659380489114
543.Platz: 96 mit 0.023964884065656444
544.Platz: 217 mit 0.023867014392205288
545.Platz: 3257 mit 0.023837902264600697
546.Platz: 3595 mit 0.02382032667876577
547.Platz: 3299 mit 0.02382032667876577
548.Platz: 3260 mit 0.02382032667876577
549.Platz: 2279 mit 0.02382032667876577
550.Platz: 2278 mit 0.02382032667876577
551.Platz: 1744 mit 0.02382032667876577
552.Platz: 849 mit 0.02382032667876577
553.Platz: 143 mit 0.02349390812889207
554.Platz: 141 mit 0.02349390812889207
555.Platz: 4217 mit 0.02325690001401015
556.Platz: 4209 mit 0.02325690001401015
557.Platz: 4019 mit 0.02325690001401015
558.Platz: 4018 mit 0.02325690001401015
559.Platz: 3903 mit 0.02325690001401015
560.Platz: 3901 mit 0.02325690001401015
561.Platz: 3828 mit 0.02325690001401015
562.Platz: 3827 mit 0.02325690001401015
563.Platz: 13 mit 0.023045605225552657
564.Platz: 2654 mit 0.022683489350156072
565.Platz: 3643 mit 0.022669591775282827
566.Platz: 3488 mit 0.022626783036641118
567.Platz: 2675 mit 0.022547068843365214
568.Platz: 3663 mit 0.022345735027223146
569.Platz: 3662 mit 0.022345735027223146
570.Platz: 2713 mit 0.022345735027223146
571.Platz: 2712 mit 0.022345735027223146
572.Platz: 255 mit 0.022285627450732814
573.Platz: 512 mit 0.022211246527859885
574.Platz: 3814 mit 0.02215943585672242
575.Platz: 3281 mit 0.02202122342266144
576.Platz: 616 mit 0.02202122342266144
577.Platz: 495 mit 0.02202122342266144
578.Platz: 494 mit 0.02202122342266144
579.Platz: 254 mit 0.02202122342266144
580.Platz: 1566 mit 0.021983561643835525
581.Platz: 878 mit 0.02169218167223408
582.Platz: 1691 mit 0.02144452808265407
583.Platz: 2220 mit 0.02144292237442913
584.Platz: 537 mit 0.02141566380868154
585.Platz: 536 mit 0.02141566380868154
586.Platz: 269 mit 0.02117865806668895
587.Platz: 3955 mit 0.0210619716994348
588.Platz: 3954 mit 0.0210619716994348
589.Platz: 3953 mit 0.0210619716994348
590.Platz: 3501 mit 0.0210619716994348
591.Platz: 2720 mit 0.02104644326866556
592.Platz: 2805 mit 0.02091002276187459
593.Platz: 3893 mit 0.020604809222695364
594.Platz: 329 mit 0.020529095061631142
595.Platz: 3787 mit 0.02019976588444161
596.Platz: 4595 mit 0.01996450754214729
597.Platz: 1605 mit 0.01996450754214729
598.Platz: 3521 mit 0.019916548371832987
599.Platz: 3409 mit 0.01981865870754751
600.Platz: 617 mit 0.019779633712326827
601.Platz: 308 mit 0.019682238558216714
602.Platz: 1211 mit 0.019550342130987275
603.Platz: 581 mit 0.019550342130987275
604.Platz: 301 mit 0.019279393173198378
605.Platz: 296 mit 0.019279393173198378
606.Platz: 3894 mit 0.0192282875209705
607.Platz: 908 mit 0.01914230035988773
608.Platz: 3398 mit 0.018993425352762494
609.Platz: 556 mit 0.01889060377517382
610.Platz: 3902 mit 0.018540026670108012
611.Platz: 3657 mit 0.018540026670108012
612.Platz: 152 mit 0.01830742739058533
613.Platz: 3711 mit 0.018199086757990757
614.Platz: 3666 mit 0.018199086757990757
615.Platz: 1885 mit 0.018199086757990757
616.Platz: 3838 mit 0.017851765819245635
617.Platz: 3753 mit 0.017851765819245635
618.Platz: 3746 mit 0.017851765819245635
619.Platz: 3696 mit 0.017851765819245635
620.Platz: 3637 mit 0.017851765819245635
621.Platz: 3786 mit 0.017782306124802916
622.Platz: 1889 mit 0.01776544503377986
623.Platz: 117 mit 0.01741408933349997
624.Platz: 3117 mit 0.017176746510823238
625.Platz: 2116 mit 0.017176746510823238
626.Platz: 4214 mit 0.017163504968383037
627.Platz: 3895 mit 0.017163504968383037
628.Platz: 3745 mit 0.017163504968383037
629.Platz: 3744 mit 0.017163504968383037
630.Platz: 3631 mit 0.017163504968383037
631.Platz: 3796 mit 0.017117808219177966
632.Platz: 3790 mit 0.017117808219177966
633.Platz: 51 mit 0.016657247139386655
634.Platz: 3912 mit 0.016571186896843337
635.Platz: 3904 mit 0.016571186896843337
636.Platz: 3693 mit 0.016571186896843337
637.Platz: 3691 mit 0.016571186896843337
638.Platz: 3687 mit 0.016571186896843337
639.Platz: 845 mit 0.01647824482538829
640.Platz: 4307 mit 0.01647524411752055
641.Platz: 4306 mit 0.01647524411752055
642.Platz: 664 mit 0.016382515288414834
643.Platz: 1394 mit 0.016129032258064502
644.Platz: 3840 mit 0.016036529680365286
645.Platz: 3313 mit 0.01596562728286366
646.Platz: 4446 mit 0.015786983266658172
647.Platz: 4378 mit 0.015786983266658172
648.Platz: 172 mit 0.015782952753632173
649.Platz: 1316 mit 0.015769353297228395
650.Platz: 131 mit 0.01569865505293222
651.Platz: 4074 mit 0.01549589041095889
652.Platz: 3174 mit 0.01549589041095889
653.Platz: 43 mit 0.015487006910802292
654.Platz: 4208 mit 0.01536006766888387
655.Platz: 2491 mit 0.01536006766888387
656.Platz: 1792 mit 0.015268213120695928
657.Platz: 163 mit 0.015212298678462854
658.Platz: 1956 mit 0.015151515151515138
659.Platz: 1184 mit 0.015056612115127765
660.Platz: 4134 mit 0.014955251141552495
661.Platz: 4133 mit 0.014955251141552495
662.Platz: 356 mit 0.014764337430937524
663.Platz: 4316 mit 0.01475450805490408
664.Platz: 4137 mit 0.01475450805490408
665.Platz: 4032 mit 0.01475450805490408
666.Platz: 2462 mit 0.01475450805490408
667.Platz: 2168 mit 0.01475450805490408
668.Platz: 1950 mit 0.01475450805490408
669.Platz: 1690 mit 0.01475450805490408
670.Platz: 1644 mit 0.01475450805490408
671.Platz: 1279 mit 0.014662756598240456
672.Platz: 1278 mit 0.014662756598240456
673.Platz: 220 mit 0.01463093525702186
674.Platz: 2861 mit 0.014618311559390085
