abgeschlossen in 0.03276918331782023 Minuten
82.Platz: 97 mit 0.09554730983302417
83.Platz: 96 mit 0.09523809523809534
84.Platz: 383 mit 0.09090909090909094
85.Platz: 382 mit 0.09090909090909094
86.Platz: 210 mit 0.08986634749650912
87.Platz: 291 mit 0.08965517241379306
88.Platz: 313 mit 0.08602150537634401
89.Platz: 310 mit 0.08602150537634401
90.Platz: 173 mit 0.08590511285122049
91.Platz: 203 mit 0.08375122309197647
92.Platz: 42 mit 0.08183632734530943
93.Platz: 134 mit 0.07981492192018513
94.Platz: 71 mit 0.07936507936507942
95.Platz: 70 mit 0.07936507936507942
96.Platz: 233 mit 0.07618613138686126
97.Platz: 125 mit 0.07597231377719182
98.Platz: 37 mit 0.07331171577611728
99.Platz: 245 mit 0.07058725945587263
100.Platz: 112 mit 0.07058001397624036
101.Platz: 110 mit 0.07058001397624036
102.Platz: 117 mit 0.0694755714926042
103.Platz: 116 mit 0.0694755714926042
104.Platz: 115 mit 0.0694755714926042
105.Platz: 105 mit 0.0694755714926042
106.Platz: 148 mit 0.06945247734721427
107.Platz: 328 mit 0.0675292062452233
108.Platz: 124 mit 0.06674831598285369
109.Platz: 122 mit 0.06674831598285369
110.Platz: 17 mit 0.06666666666666676
111.Platz: 295 mit 0.06436781609195397
112.Platz: 290 mit 0.06436781609195397
113.Platz: 170 mit 0.0630656610470276
114.Platz: 179 mit 0.060566448801743
115.Platz: 121 mit 0.06024096385542177
116.Platz: 120 mit 0.06024096385542177
117.Platz: 119 mit 0.06024096385542177
118.Platz: 118 mit 0.06024096385542177
119.Platz: 339 mit 0.06015037593984951
120.Platz: 393 mit 0.059090032774243406
121.Platz: 89 mit 0.05813953488372092
122.Platz: 87 mit 0.05813953488372092
123.Platz: 86 mit 0.05813953488372092
124.Platz: 113 mit 0.05730258560447232
125.Platz: 90 mit 0.05641025641025643
126.Platz: 422 mit 0.056316590563165736
127.Platz: 421 mit 0.056316590563165736
128.Platz: 237 mit 0.05379064366290642
129.Platz: 387 mit 0.05133203378817419
130.Platz: 423 mit 0.05124302384576351
131.Platz: 47 mit 0.05112851220635661
132.Platz: 35 mit 0.05112851220635661
133.Platz: 34 mit 0.05112851220635661
134.Platz: 315 mit 0.05017921146953397
135.Platz: 311 mit 0.05017921146953397
136.Platz: 238 mit 0.05005806237558075
137.Platz: 30 mit 0.049626392217679394
138.Platz: 420 mit 0.0487062404870624
139.Platz: 334 mit 0.048619447779111646
140.Platz: 176 mit 0.04859511745739287
141.Platz: 175 mit 0.04859511745739287
142.Platz: 411 mit 0.04687149585108763
143.Platz: 391 mit 0.046655099286678325
144.Platz: 340 mit 0.04629782548857697
145.Platz: 192 mit 0.046233766233766294
146.Platz: 419 mit 0.04616945712836118
147.Platz: 165 mit 0.04569115095430887
148.Platz: 164 mit 0.04569115095430887
149.Platz: 9 mit 0.045454545454545525
150.Platz: 301 mit 0.045454545454545414
151.Platz: 6 mit 0.04519774011299449
152.Platz: 41 mit 0.04498694917856605
153.Platz: 132 mit 0.04458261037208411
154.Platz: 413 mit 0.04406817672123797
155.Platz: 161 mit 0.04353867531264477
156.Platz: 396 mit 0.04251012145748989
157.Platz: 354 mit 0.042364066193853356
158.Platz: 219 mit 0.04210526315789487
159.Platz: 268 mit 0.041587290176485325
160.Platz: 258 mit 0.041587290176485325
161.Platz: 211 mit 0.041540020263424626
162.Platz: 205 mit 0.040906909788867574
163.Platz: 338 mit 0.04081632653061229
164.Platz: 249 mit 0.040580328568380564
165.Platz: 247 mit 0.040580328568380564
166.Platz: 323 mit 0.040338028169014106
167.Platz: 172 mit 0.040000000000000036
168.Platz: 54 mit 0.03988157436433304
169.Platz: 150 mit 0.03982456140350865
170.Platz: 355 mit 0.03914169441361448
171.Platz: 349 mit 0.03914169441361448
172.Platz: 289 mit 0.03908045977011487
173.Platz: 186 mit 0.038461538461538436
174.Platz: 266 mit 0.03842421192624279
175.Platz: 144 mit 0.03836514362830157
176.Platz: 389 mit 0.03833658219623137
177.Platz: 388 mit 0.03833658219623137
178.Platz: 386 mit 0.03833658219623137
179.Platz: 261 mit 0.03753745265419184
180.Platz: 262 mit 0.0374450549450549
181.Platz: 260 mit 0.0374450549450549
182.Platz: 191 mit 0.03719552337063847
183.Platz: 252 mit 0.037157813438599474
184.Platz: 106 mit 0.03664921465968596
185.Platz: 104 mit 0.03664921465968596
186.Platz: 11 mit 0.03571428571428581
187.Platz: 418 mit 0.03565821933168878
188.Platz: 138 mit 0.035263157894736774
189.Platz: 267 mit 0.035261133676000145
190.Platz: 206 mit 0.034257531324979995
191.Platz: 162 mit 0.03412377096587638
192.Platz: 160 mit 0.03412377096587638
193.Platz: 51 mit 0.03343782654127492
194.Platz: 438 mit 0.03338196172659402
195.Platz: 436 mit 0.03338196172659402
196.Platz: 199 mit 0.033312524828329804
197.Platz: 217 mit 0.033109404990403046
198.Platz: 250 mit 0.03307019415404311
199.Platz: 166 mit 0.03273120271730756
200.Platz: 48 mit 0.03270382312298481
201.Platz: 45 mit 0.03270382312298481
202.Platz: 40 mit 0.03270382312298481
203.Platz: 38 mit 0.03270382312298481
204.Platz: 33 mit 0.03270382312298481
205.Platz: 344 mit 0.03242487770789659
206.Platz: 135 mit 0.03214767688451914
207.Platz: 251 mit 0.0314940358705913
208.Platz: 321 mit 0.03110307414104896
209.Platz: 109 mit 0.030747728860936352
210.Platz: 107 mit 0.030747728860936352
211.Platz: 152 mit 0.030701754385964897
212.Platz: 401 mit 0.03052083333333344
213.Platz: 399 mit 0.03052083333333344
214.Platz: 398 mit 0.03052083333333344
215.Platz: 392 mit 0.03052083333333344
216.Platz: 198 mit 0.030330466274332335
217.Platz: 142 mit 0.03007518796992492
218.Platz: 370 mit 0.030038759689922534
219.Platz: 434 mit 0.02960611001458846
220.Platz: 227 mit 0.02932310221978629
221.Platz: 232 mit 0.029315126946874326
222.Platz: 231 mit 0.029315126946874326
223.Platz: 257 mit 0.029057606422070226
224.Platz: 265 mit 0.028934977175514853
225.Platz: 264 mit 0.028934977175514853
226.Platz: 259 mit 0.028934977175514853
227.Platz: 230 mit 0.027718184158585735
228.Platz: 195 mit 0.02764227642276429
229.Platz: 240 mit 0.027624309392265123
230.Platz: 169 mit 0.02732746641963879
231.Platz: 182 mit 0.027027027027026973
232.Platz: 16 mit 0.027027027027026973
233.Platz: 46 mit 0.026562260095194357
234.Platz: 44 mit 0.026562260095194357
235.Platz: 43 mit 0.026562260095194357
236.Platz: 403 mit 0.026250000000000107
237.Platz: 126 mit 0.026229508196721207
238.Platz: 123 mit 0.026229508196721207
239.Platz: 424 mit 0.026146419951729727
240.Platz: 137 mit 0.02614035087719291
241.Platz: 147 mit 0.025930210140736598
242.Platz: 228 mit 0.025486434639627298
243.Platz: 15 mit 0.025210084033613578
244.Platz: 378 mit 0.02508960573476704
245.Platz: 330 mit 0.024829664570230614
246.Platz: 417 mit 0.024444942812289705
247.Platz: 263 mit 0.02413715316941123
248.Platz: 441 mit 0.023942332446580283
249.Platz: 220 mit 0.02317925288900824
250.Platz: 91 mit 0.022727272727272707
251.Platz: 163 mit 0.022556390977443663
252.Platz: 141 mit 0.021785232311548164
253.Platz: 146 mit 0.02157894736842092
254.Platz: 209 mit 0.021141479099678562
255.Platz: 352 mit 0.020571278825995742
256.Platz: 351 mit 0.020571278825995742
257.Platz: 350 mit 0.020571278825995742
258.Platz: 56 mit 0.020550330895158564
259.Platz: 53 mit 0.020550330895158564
260.Platz: 32 mit 0.02042069706740368
261.Platz: 332 mit 0.020284985377387876
262.Platz: 336 mit 0.020215838273293762
263.Platz: 189 mit 0.020213948318977493
264.Platz: 442 mit 0.02016648073457472
265.Platz: 425 mit 0.020163487738419472
266.Platz: 431 mit 0.02008651334104239
267.Platz: 254 mit 0.02008651334104239
268.Platz: 439 mit 0.019731433269388865
269.Platz: 155 mit 0.019712743396954058
270.Platz: 131 mit 0.019712743396954058
271.Platz: 274 mit 0.0190007037297677
272.Platz: 273 mit 0.0190007037297677
273.Platz: 407 mit 0.018409425625920517
274.Platz: 397 mit 0.017708333333333326
275.Platz: 394 mit 0.01764025448235984
276.Platz: 181 mit 0.017473118279569988
277.Platz: 108 mit 0.017470300489168422
278.Platz: 190 mit 0.017187121762285318
279.Platz: 368 mit 0.017037302725968373
280.Platz: 156 mit 0.017017543859649042
281.Platz: 151 mit 0.017017543859649042
282.Platz: 145 mit 0.017017543859649042
283.Platz: 342 mit 0.016853932584269704
284.Platz: 216 mit 0.016644955854682397
285.Platz: 168 mit 0.01651999382430147
286.Platz: 347 mit 0.01642628205128205
287.Platz: 244 mit 0.016317615315431078
288.Platz: 331 mit 0.015904033002225426
289.Platz: 329 mit 0.015904033002225426
290.Platz: 444 mit 0.015894765689229873
291.Platz: 443 mit 0.015894765689229873
292.Platz: 234 mit 0.015894765689229873
293.Platz: 412 mit 0.015393786380531682
294.Platz: 408 mit 0.015393786380531682
295.Platz: 226 mit 0.014712861888941609
296.Platz: 428 mit 0.014532243415077084
297.Platz: 324 mit 0.014013840830449986
298.Platz: 292 mit 0.013793103448275779
299.Platz: 157 mit 0.012456140350877165
300.Platz: 154 mit 0.012456140350877165
301.Platz: 149 mit 0.012456140350877165
302.Platz: 139 mit 0.012456140350877165
303.Platz: 414 mit 0.012378147135142736
304.Platz: 409 mit 0.012378147135142736
305.Platz: 376 mit 0.012085769980506922
306.Platz: 281 mit 0.011963406052075909
307.Platz: 275 mit 0.011377459749552732
308.Platz: 215 mit 0.011254019292604611
309.Platz: 214 mit 0.011254019292604611
310.Platz: 212 mit 0.011254019292604611
311.Platz: 400 mit 0.011147540983606596
312.Platz: 395 mit 0.011147540983606596
313.Platz: 371 mit 0.011042704974103312
314.Platz: 159 mit 0.010989010989011061
315.Platz: 361 mit 0.010733971569480638
316.Platz: 360 mit 0.010733971569480638
317.Platz: 433 mit 0.010664268277013944
318.Platz: 432 mit 0.010664268277013944
319.Platz: 78 mit 0.010101010101010055
320.Platz: 369 mit 0.009505021520803458
321.Platz: 201 mit 0.009186840471756774
322.Platz: 427 mit 0.008900999091734696
323.Platz: 356 mit 0.008697158697158702
324.Platz: 353 mit 0.008697158697158702
325.Platz: 327 mit 0.0084313725490196
326.Platz: 39 mit 0.008259587020649106
327.Platz: 367 mit 0.008020603384841896
328.Platz: 379 mit 0.007960808328230318
329.Platz: 325 mit 0.0077864293659623
330.Platz: 322 mit 0.0077864293659623
331.Platz: 69 mit 0.007763975155279601
332.Platz: 68 mit 0.007763975155279601
333.Platz: 57 mit 0.00766283524904221
334.Platz: 55 mit 0.00766283524904221
335.Platz: 52 mit 0.00766283524904221
336.Platz: 50 mit 0.00766283524904221
337.Platz: 335 mit 0.0066006600660066805
338.Platz: 333 mit 0.0066006600660066805
339.Platz: 326 mit 0.00599128540304994
340.Platz: 337 mit 0.005859154929577448
341.Platz: 285 mit 0.005712521228964151
342.Platz: 193 mit 0.005349276274386305
343.Platz: 194 mit 0.00529035433070868
344.Platz: 402 mit 0.0048958333333334325
345.Platz: 435 mit 0.004788507581803825
346.Platz: 185 mit 0.0046623794212220515
347.Platz: 213 mit 0.004197423650311283
348.Platz: 197 mit 0.0036496350364964014
349.Platz: 196 mit 0.0036496350364964014
350.Platz: 200 mit 0.003476101800124254
351.Platz: 429 mit 0.003269754768392197
352.Platz: 236 mit 0.0029268292682925745
353.Platz: 348 mit 0.0029140925515793725
354.Platz: 346 mit 0.0029140925515793725
355.Platz: 345 mit 0.0029140925515793725
356.Platz: 440 mit 0.0028819721557151734
357.Platz: 241 mit 0.0027700831024930483
358.Platz: 36 mit 0.0019960079840321
359.Platz: 375 mit 0.0011695906432749315
360.Platz: 410 mit 0.0006569638164545255
361.Platz: 406 mit 0.0006569638164545255
362.Platz: 363 mit 0.0003491271820448283
363.Platz: 343 mit 1.1102230246251565e-16
364.Platz: 437 mit 0
365.Platz: 430 mit 0
366.Platz: 426 mit 0
367.Platz: 416 mit 0
368.Platz: 405 mit 0
369.Platz: 404 mit 0
370.Platz: 390 mit 0
371.Platz: 385 mit 0
372.Platz: 384 mit 0
373.Platz: 380 mit 0
374.Platz: 377 mit 0
375.Platz: 374 mit 0
376.Platz: 373 mit 0
377.Platz: 372 mit 0
378.Platz: 366 mit 0
379.Platz: 365 mit 0
380.Platz: 364 mit 0
381.Platz: 362 mit 0
382.Platz: 359 mit 0
383.Platz: 358 mit 0.0
384.Platz: 357 mit 0
385.Platz: 341 mit 0
386.Platz: 320 mit 0
387.Platz: 319 mit 0
388.Platz: 316 mit 0
389.Platz: 308 mit 0.0
390.Platz: 300 mit 0
391.Platz: 297 mit 0
392.Platz: 288 mit 0
393.Platz: 284 mit 0
394.Platz: 283 mit 0
395.Platz: 282 mit 0.0
396.Platz: 280 mit 0
397.Platz: 279 mit 0
398.Platz: 278 mit 0
399.Platz: 277 mit 0
400.Platz: 276 mit 0
401.Platz: 256 mit 0
402.Platz: 255 mit 0
403.Platz: 253 mit 0
404.Platz: 248 mit 0
405.Platz: 246 mit 0
406.Platz: 229 mit 0
407.Platz: 225 mit 0
408.Platz: 224 mit 0
409.Platz: 221 mit 0
410.Platz: 218 mit 0
411.Platz: 204 mit 0
412.Platz: 202 mit 0
413.Platz: 187 mit 0
414.Platz: 184 mit 0
415.Platz: 183 mit 0
416.Platz: 180 mit 0
417.Platz: 177 mit 0
418.Platz: 174 mit 0
419.Platz: 171 mit 0
420.Platz: 167 mit 0
421.Platz: 158 mit 0
422.Platz: 153 mit 0
423.Platz: 143 mit 0
424.Platz: 140 mit 0
425.Platz: 136 mit 0
426.Platz: 128 mit 0
427.Platz: 127 mit 0
428.Platz: 103 mit 0
429.Platz: 102 mit 0.0
430.Platz: 101 mit 0
431.Platz: 95 mit 0.0
432.Platz: 92 mit 0
433.Platz: 84 mit 0.0
434.Platz: 75 mit 0.0
435.Platz: 67 mit 0
436.Platz: 66 mit 0
437.Platz: 65 mit 0
438.Platz: 64 mit 0
439.Platz: 63 mit 0
440.Platz: 62 mit 0
441.Platz: 61 mit 0
442.Platz: 60 mit 0
443.Platz: 59 mit 0
444.Platz: 58 mit 0
445.Platz: 49 mit 0
